ID,Wikidata ID,Name,Wikidata Name,Beziehung Namen,von,bis,Jahre plausibel,typ
1931_508,Q2058632,Paul Adler,Paul Adler,identisch,1878-04-04,1946-06-08,plausibel,Mensch
1931_509,Q2148940,Richard Adler,Richard Adler,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_509,Q1399392,Richard Adler,Richard Adler,identisch,1921-08-03,2012-06-21,plausibel,Mensch
1931_509,Q1627234,Richard Adler,Richard Adler,identisch,-,-,unbekannt,Mensch
1931_513,Q557380,Salomon Adler,Salomon Adler,identisch,1630-01-01,1709-01-01,nein,Mensch
1931_513,Q1689133,Salomon Adler,Salomon Adler-Rudel,unklar,-,-,unbekannt,Mensch
1931_520,Q531174,Sophie Adler,Sophie Adlersparre,unklar,1808-03-06,1862-03-23,nein,Mensch
1931_520,Q2302693,Sophie Adler,Sophie Adlersparre,unklar,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_528,Q365765,Gustav Adolf,Gustav Adolf,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_528,Q570596,Gustav Adolf,Gustav Adolf,identisch,1633-02-26,1695-10-06,nein,Mensch
1931_528,Q324845,Gustav Adolf,Gustav Adolf,identisch,1632-03-27,1677-10-09,nein,Mensch
1931_528,Q203715,Gustav Adolf,Gustavo Adolfo Bécquer,unklar,1836-02-17,1870-12-22,nein,Mensch
1931_528,Q57159,Gustav Adolf,Gustav Bauer,unklar,1870-01-06,1944-09-16,plausibel,Mensch
1931_528,Q347374,Gustav Adolf,Gustav Adolf von Schweden,unklar,1906-04-22,1947-01-26,plausibel,Mensch
1931_528,Q66695,Gustav Adolf,Gustav Adolf von Götzen,unklar,1866-05-12,1910-12-02,nein,Mensch
1931_529,Q1527201,Werner Adolph,Werner Adolph von Haxthausen,unklar,-,-,unbekannt,Mensch
1931_529,Q2560766,Werner Adolph,Werner Adolph Schupmann,unklar,-,-,unbekannt,Mensch
1931_573,Q1610516,Hermann Albert,Hermann Albert,identisch,-,-,unbekannt,Mensch
1931_573,Q62699,Hermann Albert,Hermann Breith,unklar,1892-05-07,1964-09-03,plausibel,Mensch
1931_573,Q1610519,Hermann Albert,Hermann Albertz,unklar,-,-,unbekannt,Mensch
1931_573,Q1440666,Hermann Albert,Hermann Albert Schumacher,unklar,-,-,unbekannt,Mensch
1931_573,Q1610518,Hermann Albert,Hermann Albert Hesse,unklar,-,-,unbekannt,Mensch
1931_573,Q1302788,Hermann Albert,Hermann Albert Hübener,unklar,-,-,unbekannt,Mensch
1931_600,Q954939,Albert Alexander,Al Wistert,unklar,1920-12-28,-,nein,Mensch
1931_605,Q884027,Alfred Alexander,Alfred A. Taylor,unklar,1848-08-06,1931-11-25,plausibel,Mensch
1931_606,Q884027,Alfred Alexander,Alfred A. Taylor,unklar,1848-08-06,1931-11-25,plausibel,Mensch
1931_607,Q884027,Alfred Alexander,Alfred A. Taylor,unklar,1848-08-06,1931-11-25,plausibel,Mensch
1931_611,Q2864978,Arthur Alexander,Arthur Alexander,identisch,1940-05-10,1993-06-09,nein,Mensch
1931_611,Q708386,Arthur Alexander,Arthur Alexander Kaspar von Rex,unklar,-,-,unbekannt,Mensch
1931_612,Q2864978,Arthur Alexander,Arthur Alexander,identisch,1940-05-10,1993-06-09,nein,Mensch
1931_612,Q708386,Arthur Alexander,Arthur Alexander Kaspar von Rex,unklar,-,-,unbekannt,Mensch
1931_613,Q2864978,Arthur Alexander,Arthur Alexander,identisch,1940-05-10,1993-06-09,nein,Mensch
1931_613,Q708386,Arthur Alexander,Arthur Alexander Kaspar von Rex,unklar,-,-,unbekannt,Mensch
1931_622,Q1144999,Curt Alexander,Curt Alexander,identisch,1900-11-15,1940-01-01,plausibel,Mensch
1931_622,Q15804110,Curt Alexander,Curt Alexander Edelmann,unklar,-,-,unbekannt,Mensch
1931_622,Q1145003,Curt Alexander,Curt Alexander von Schönberg,unklar,1703-05-05,-,nein,Mensch
1931_629,Q376958,Emil Alexander,Emil Lindh,unklar,1867-04-15,1937-09-03,plausibel,Mensch
1931_629,Q1335783,Emil Alexander,Emil Alexander Wilhelm Senff,unklar,-,-,unbekannt,Mensch
1931_629,Q1336243,Emil Alexander,Emil Hopfgarten,unklar,-,-,unbekannt,Mensch
1931_635,Q472510,Ernst Alexander,Ernst Fredrik Werner Alexanderson,unklar,1878-01-25,1975-05-14,plausibel,Mensch
1931_635,Q87370,Ernst Alexander,Ernst Alexander Rauter,unklar,1929-01-01,2006-01-01,plausibel,Mensch
1931_635,Q15445654,Ernst Alexander,Ernst Alexander Otto Cornelius Pagenstecher,unklar,-,-,unbekannt,Mensch
1931_635,Q1357317,Ernst Alexander,Ernst Alexander von Eschwege,unklar,1948-09-15,2000-10-26,nein,Mensch
1931_635,Q1357321,Ernst Alexander,Ernst Alexander Schmidt,unklar,-,-,unbekannt,Mensch
1931_635,Q1356187,Ernst Alexander,Ernest Alexandre Dominique d’Arenberg,unklar,-,-,unbekannt,Mensch
1931_636,Q472510,Ernst Alexander,Ernst Fredrik Werner Alexanderson,unklar,1878-01-25,1975-05-14,plausibel,Mensch
1931_636,Q87370,Ernst Alexander,Ernst Alexander Rauter,unklar,1929-01-01,2006-01-01,plausibel,Mensch
1931_636,Q15445654,Ernst Alexander,Ernst Alexander Otto Cornelius Pagenstecher,unklar,-,-,unbekannt,Mensch
1931_636,Q1357317,Ernst Alexander,Ernst Alexander von Eschwege,unklar,1948-09-15,2000-10-26,nein,Mensch
1931_636,Q1357321,Ernst Alexander,Ernst Alexander Schmidt,unklar,-,-,unbekannt,Mensch
1931_636,Q1356187,Ernst Alexander,Ernest Alexandre Dominique d’Arenberg,unklar,-,-,unbekannt,Mensch
1931_640,Q60716,Ferdinand Alexander,Ferdinand Alexander Porsche,unklar,1935-12-11,2012-04-05,nein,Mensch
1931_640,Q1408151,Ferdinand Alexander,Ferry Sonneville,unklar,1931-01-03,2003-11-20,unklar,Mensch
1931_640,Q97967,Ferdinand Alexander,Alexander Bruckmann,unklar,1806-01-01,1852-01-01,nein,Mensch
1931_640,Q1405066,Ferdinand Alexander,Ferdinand Alexander Ludwig von Meyerfeld,unklar,-,-,unbekannt,Mensch
1931_643,Q1465491,Fritz Alexander,Fritz Alexander Kauffmann,unklar,1891-06-26,1945-05-19,plausibel,Mensch
1931_644,Q95356,Georg Alexander,Georg Alexander,identisch,1888-04-03,1945-10-30,plausibel,Mensch
1931_644,Q78547,Georg Alexander,Georg Pick,unklar,1859-08-10,1942-07-26,plausibel,Mensch
1931_644,Q544105,Georg Alexander,Georg Herzog zu Mecklenburg,unklar,1899-09-22,1963-07-06,plausibel,Mensch
1931_644,Q71109,Georg Alexander,Georg Alexander Herzog zu Mecklenburg,unklar,1921-08-21,1996-01-26,plausibel,Mensch
1931_644,Q321643,Georg Alexander,Georg Alexander zu Mecklenburg,unklar,1859-06-06,1909-12-05,nein,Mensch
1931_644,Q16064648,Georg Alexander,Georg Alexander Rost,unklar,-,-,unbekannt,Mensch
1931_644,Q15811668,Georg Alexander,Georg Alexander von Rieben,unklar,-,-,unbekannt,Mensch
1931_645,Q95356,Georg Alexander,Georg Alexander,identisch,1888-04-03,1945-10-30,plausibel,Mensch
1931_645,Q78547,Georg Alexander,Georg Pick,unklar,1859-08-10,1942-07-26,plausibel,Mensch
1931_645,Q544105,Georg Alexander,Georg Herzog zu Mecklenburg,unklar,1899-09-22,1963-07-06,plausibel,Mensch
1931_645,Q71109,Georg Alexander,Georg Alexander Herzog zu Mecklenburg,unklar,1921-08-21,1996-01-26,plausibel,Mensch
1931_645,Q321643,Georg Alexander,Georg Alexander zu Mecklenburg,unklar,1859-06-06,1909-12-05,nein,Mensch
1931_645,Q16064648,Georg Alexander,Georg Alexander Rost,unklar,-,-,unbekannt,Mensch
1931_645,Q15811668,Georg Alexander,Georg Alexander von Rieben,unklar,-,-,unbekannt,Mensch
1931_646,Q95356,Georg Alexander,Georg Alexander,identisch,1888-04-03,1945-10-30,plausibel,Mensch
1931_646,Q78547,Georg Alexander,Georg Pick,unklar,1859-08-10,1942-07-26,plausibel,Mensch
1931_646,Q544105,Georg Alexander,Georg Herzog zu Mecklenburg,unklar,1899-09-22,1963-07-06,plausibel,Mensch
1931_646,Q71109,Georg Alexander,Georg Alexander Herzog zu Mecklenburg,unklar,1921-08-21,1996-01-26,plausibel,Mensch
1931_646,Q321643,Georg Alexander,Georg Alexander zu Mecklenburg,unklar,1859-06-06,1909-12-05,nein,Mensch
1931_646,Q16064648,Georg Alexander,Georg Alexander Rost,unklar,-,-,unbekannt,Mensch
1931_646,Q15811668,Georg Alexander,Georg Alexander von Rieben,unklar,-,-,unbekannt,Mensch
1931_647,Q95356,Georg Alexander,Georg Alexander,identisch,1888-04-03,1945-10-30,plausibel,Mensch
1931_647,Q78547,Georg Alexander,Georg Pick,unklar,1859-08-10,1942-07-26,plausibel,Mensch
1931_647,Q544105,Georg Alexander,Georg Herzog zu Mecklenburg,unklar,1899-09-22,1963-07-06,plausibel,Mensch
1931_647,Q71109,Georg Alexander,Georg Alexander Herzog zu Mecklenburg,unklar,1921-08-21,1996-01-26,plausibel,Mensch
1931_647,Q321643,Georg Alexander,Georg Alexander zu Mecklenburg,unklar,1859-06-06,1909-12-05,nein,Mensch
1931_647,Q16064648,Georg Alexander,Georg Alexander Rost,unklar,-,-,unbekannt,Mensch
1931_647,Q15811668,Georg Alexander,Georg Alexander von Rieben,unklar,-,-,unbekannt,Mensch
1931_648,Q3779893,Gustav Alexander,Gustav Alexander,identisch,1881-09-20,1967-12-05,plausibel,Mensch
1931_648,Q5621060,Gustav Alexander,Gustav Alexander,identisch,1873-01-01,1932-04-12,plausibel,Mensch
1931_648,Q1555602,Gustav Alexander,Gustav Alexander Bielitz,unklar,-,-,unbekannt,Mensch
1931_650,Q16679033,Hans Alexander,Hans Alexander Müller,unklar,-,-,unbekannt,Mensch
1931_650,Q1578473,Hans Alexander,Hans Alexander Winkler,unklar,1900-02-14,1945-01-20,plausibel,Mensch
1931_651,Q1586881,Harry Alexander,Harry White (Posaunist),unklar,1898-06-01,1962-08-14,plausibel,Mensch
1931_654,Q99780,Heinrich Alexander,Alexander Pagenstecher,unklar,1825-03-18,1889-01-04,nein,Mensch
1931_654,Q15455731,Heinrich Alexander,Heinrich Alexander von Redern,unklar,-,-,unbekannt,Mensch
1931_654,Q1596534,Heinrich Alexander,Heinrich Alexander Stoll,unklar,1910-12-08,1977-03-04,plausibel,Mensch
1931_654,Q214083,Heinrich Alexander,Heinrich Alexander von Arnim,unklar,1798-02-13,1861-01-05,nein,Mensch
1931_654,Q1597345,Heinrich Alexander,Heinrich Gins,unklar,-,-,unbekannt,Mensch
1931_655,Q181529,Herbert Alexander,Herbert Simon,unklar,1916-06-15,2001-02-09,plausibel,Mensch
1931_656,Q61889,Hermann Alexander,Hermann Diels,unklar,1848-05-18,1922-06-04,nein,Mensch
1931_656,Q4310004,Hermann Alexander,Hermann Alexander Müller,unklar,-,-,unbekannt,Mensch
1931_656,Q16831806,Hermann Alexander,Hermann Alexander Müller,unklar,-,-,unbekannt,Mensch
1931_656,Q1610529,Hermann Alexander,Hermann Alexander von Wolffradt,unklar,1689-01-01,1734-01-01,nein,Mensch
1931_656,Q1610493,Hermann Alexander,Hermann A. Schlögl,unklar,-,-,unbekannt,Mensch
1931_656,Q1612445,Hermann Alexander,Hermann Reinholz,unklar,-,-,unbekannt,Mensch
1931_656,Q1610537,Hermann Alexander,Hermann Alexander Roëll,unklar,-,-,unbekannt,Mensch
1931_657,Q61889,Hermann Alexander,Hermann Diels,unklar,1848-05-18,1922-06-04,nein,Mensch
1931_657,Q4310004,Hermann Alexander,Hermann Alexander Müller,unklar,-,-,unbekannt,Mensch
1931_657,Q16831806,Hermann Alexander,Hermann Alexander Müller,unklar,-,-,unbekannt,Mensch
1931_657,Q1610529,Hermann Alexander,Hermann Alexander von Wolffradt,unklar,1689-01-01,1734-01-01,nein,Mensch
1931_657,Q1610493,Hermann Alexander,Hermann A. Schlögl,unklar,-,-,unbekannt,Mensch
1931_657,Q1612445,Hermann Alexander,Hermann Reinholz,unklar,-,-,unbekannt,Mensch
1931_657,Q1610537,Hermann Alexander,Hermann Alexander Roëll,unklar,-,-,unbekannt,Mensch
1931_658,Q61889,Hermann Alexander,Hermann Diels,unklar,1848-05-18,1922-06-04,nein,Mensch
1931_658,Q4310004,Hermann Alexander,Hermann Alexander Müller,unklar,-,-,unbekannt,Mensch
1931_658,Q16831806,Hermann Alexander,Hermann Alexander Müller,unklar,-,-,unbekannt,Mensch
1931_658,Q1610529,Hermann Alexander,Hermann Alexander von Wolffradt,unklar,1689-01-01,1734-01-01,nein,Mensch
1931_658,Q1610493,Hermann Alexander,Hermann A. Schlögl,unklar,-,-,unbekannt,Mensch
1931_658,Q1612445,Hermann Alexander,Hermann Reinholz,unklar,-,-,unbekannt,Mensch
1931_658,Q1610537,Hermann Alexander,Hermann Alexander Roëll,unklar,-,-,unbekannt,Mensch
1931_659,Q61889,Hermann Alexander,Hermann Diels,unklar,1848-05-18,1922-06-04,nein,Mensch
1931_659,Q4310004,Hermann Alexander,Hermann Alexander Müller,unklar,-,-,unbekannt,Mensch
1931_659,Q16831806,Hermann Alexander,Hermann Alexander Müller,unklar,-,-,unbekannt,Mensch
1931_659,Q1610529,Hermann Alexander,Hermann Alexander von Wolffradt,unklar,1689-01-01,1734-01-01,nein,Mensch
1931_659,Q1610493,Hermann Alexander,Hermann A. Schlögl,unklar,-,-,unbekannt,Mensch
1931_659,Q1612445,Hermann Alexander,Hermann Reinholz,unklar,-,-,unbekannt,Mensch
1931_659,Q1610537,Hermann Alexander,Hermann Alexander Roëll,unklar,-,-,unbekannt,Mensch
1931_662,Q472375,Hugo Alexander,Hugo Alexander Koch,unklar,-,-,unbekannt,Mensch
1931_662,Q1634781,Hugo Alexander,Hugo Alexander Eisenhart,unklar,-,-,unbekannt,Mensch
1931_662,Q1634779,Hugo Alexander,Hugo Alexander-Katz,unklar,1846-07-07,1928-01-05,nein,Mensch
1931_665,Q1726956,Jacob Alexander,Jacob Alexander Preston,unklar,1796-03-12,1868-08-02,nein,Mensch
1931_669,Q2431322,Julius Alexander,Tiberius Iulius Alexander,unklar,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_669,Q1712785,Julius Alexander,Julius Lasse,unklar,-,-,unbekannt,Mensch
1931_670,Q2431322,Julius Alexander,Tiberius Iulius Alexander,unklar,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_670,Q1712785,Julius Alexander,Julius Lasse,unklar,-,-,unbekannt,Mensch
1931_671,Q2431322,Julius Alexander,Tiberius Iulius Alexander,unklar,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_671,Q1712785,Julius Alexander,Julius Lasse,unklar,-,-,unbekannt,Mensch
1931_672,Q2431322,Julius Alexander,Tiberius Iulius Alexander,unklar,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_672,Q1712785,Julius Alexander,Julius Lasse,unklar,-,-,unbekannt,Mensch
1931_673,Q2431322,Julius Alexander,Tiberius Iulius Alexander,unklar,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_673,Q1712785,Julius Alexander,Julius Lasse,unklar,-,-,unbekannt,Mensch
1931_675,Q1568173,Kurt Alexander,Kurt Alexander Winkler,unklar,-,-,unbekannt,Mensch
1931_676,Q85817,Leo Alexander,Leo Alexander,identisch,1905-10-11,1985-07-20,plausibel,Mensch
1931_680,Q57468,Ludwig Alexander,"Louis Mountbatten, 1. Marquess of Milford Haven",unklar,1854-05-24,1921-09-11,nein,Mensch
1931_680,Q73415,Ludwig Alexander,Ludwig von Falkenhausen,unklar,1844-09-13,1936-05-04,plausibel,Mensch
1931_680,Q16007534,Ludwig Alexander,Ludwig Alexander von Jordan,unklar,-,-,unbekannt,Mensch
1931_680,Q15430201,Ludwig Alexander,Ludwig Alexander Rölemann von Quadt,unklar,-,-,unbekannt,Mensch
1931_681,Q57468,Ludwig Alexander,"Louis Mountbatten, 1. Marquess of Milford Haven",unklar,1854-05-24,1921-09-11,nein,Mensch
1931_681,Q73415,Ludwig Alexander,Ludwig von Falkenhausen,unklar,1844-09-13,1936-05-04,plausibel,Mensch
1931_681,Q16007534,Ludwig Alexander,Ludwig Alexander von Jordan,unklar,-,-,unbekannt,Mensch
1931_681,Q15430201,Ludwig Alexander,Ludwig Alexander Rölemann von Quadt,unklar,-,-,unbekannt,Mensch
1931_682,Q57468,Ludwig Alexander,"Louis Mountbatten, 1. Marquess of Milford Haven",unklar,1854-05-24,1921-09-11,nein,Mensch
1931_682,Q73415,Ludwig Alexander,Ludwig von Falkenhausen,unklar,1844-09-13,1936-05-04,plausibel,Mensch
1931_682,Q16007534,Ludwig Alexander,Ludwig Alexander von Jordan,unklar,-,-,unbekannt,Mensch
1931_682,Q15430201,Ludwig Alexander,Ludwig Alexander Rölemann von Quadt,unklar,-,-,unbekannt,Mensch
1931_683,Q57468,Ludwig Alexander,"Louis Mountbatten, 1. Marquess of Milford Haven",unklar,1854-05-24,1921-09-11,nein,Mensch
1931_683,Q73415,Ludwig Alexander,Ludwig von Falkenhausen,unklar,1844-09-13,1936-05-04,plausibel,Mensch
1931_683,Q16007534,Ludwig Alexander,Ludwig Alexander von Jordan,unklar,-,-,unbekannt,Mensch
1931_683,Q15430201,Ludwig Alexander,Ludwig Alexander Rölemann von Quadt,unklar,-,-,unbekannt,Mensch
1931_685,Q1382864,Martin Alexander,Martin Alexander Becker,unklar,-,-,unbekannt,Mensch
1931_686,Q1382864,Martin Alexander,Martin Alexander Becker,unklar,-,-,unbekannt,Mensch
1931_688,Q6794529,Max Alexander,Max Alexander,identisch,-,-,unbekannt,Mensch
1931_689,Q6794529,Max Alexander,Max Alexander,identisch,-,-,unbekannt,Mensch
1931_690,Q6794529,Max Alexander,Max Alexander,identisch,-,-,unbekannt,Mensch
1931_691,Q6794529,Max Alexander,Max Alexander,identisch,-,-,unbekannt,Mensch
1931_692,Q6794529,Max Alexander,Max Alexander,identisch,-,-,unbekannt,Mensch
1931_693,Q6794529,Max Alexander,Max Alexander,identisch,-,-,unbekannt,Mensch
1931_694,Q1926780,Michael Alexander,Michael Alexander,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_694,Q15453619,Michael Alexander,Michael Alexander Speidel,unklar,1963-06-05,-,nein,Mensch
1931_694,Q1926784,Michael Alexander,Michael Alexander (Diplomat),unklar,1936-06-19,2002-06-01,nein,Mensch
1931_697,Q1643416,Oskar Alexander,Oskar Alexander,identisch,1876-02-20,1953-04-16,plausibel,Mensch
1931_697,Q947303,Oskar Alexander,Oskar Braaten,unklar,1881-11-25,1939-07-17,plausibel,Mensch
1931_697,Q105814,Oskar Alexander,Oskar Alexander Richard Büttner,unklar,1858-09-28,1927-01-01,nein,Mensch
1931_698,Q1643416,Oskar Alexander,Oskar Alexander,identisch,1876-02-20,1953-04-16,plausibel,Mensch
1931_698,Q947303,Oskar Alexander,Oskar Braaten,unklar,1881-11-25,1939-07-17,plausibel,Mensch
1931_698,Q105814,Oskar Alexander,Oskar Alexander Richard Büttner,unklar,1858-09-28,1927-01-01,nein,Mensch
1931_699,Q968139,Paul Alexander,Paul A. Baran,unklar,1909-08-25,1964-03-26,plausibel,Mensch
1931_699,Q823066,Paul Alexander,Paul Alexander von Krüdener,unklar,1784-01-31,1858-01-29,nein,Mensch
1931_699,Q15839679,Paul Alexander,Paul Alexander Osterrieth,unklar,-,-,unbekannt,Mensch
1931_699,Q4242088,Paul Alexander,Paul Alexander Konrad von Krusenstern,unklar,1834-04-09,1892-03-08,nein,Mensch
1931_699,Q655488,Paul Alexander,Paul Coutts,unklar,1988-07-22,-,nein,Mensch
1931_700,Q968139,Paul Alexander,Paul A. Baran,unklar,1909-08-25,1964-03-26,plausibel,Mensch
1931_700,Q823066,Paul Alexander,Paul Alexander von Krüdener,unklar,1784-01-31,1858-01-29,nein,Mensch
1931_700,Q15839679,Paul Alexander,Paul Alexander Osterrieth,unklar,-,-,unbekannt,Mensch
1931_700,Q4242088,Paul Alexander,Paul Alexander Konrad von Krusenstern,unklar,1834-04-09,1892-03-08,nein,Mensch
1931_700,Q655488,Paul Alexander,Paul Coutts,unklar,1988-07-22,-,nein,Mensch
1931_703,Q44801,Peter Alexander,Peter Alexander,identisch,1926-06-30,2011-02-12,plausibel,Mensch
1931_703,Q2073640,Peter Alexander,Peter Alexander,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_703,Q531287,Peter Alexander,Peter Maffay,unklar,1949-08-30,-,nein,Mensch
1931_703,Q2073638,Peter Alexander,Peter Alexander (Maler),unklar,1939-02-27,-,nein,Mensch
1931_703,Q1342462,Peter Alexander,Peter Alexander/Diskografie,,,
1931_703,Q2073643,Peter Alexander,Peter Alexander von Itzenplitz,unklar,-,-,unbekannt,Mensch
1931_706,Q2148960,Richard Alexander,Richard Alexander,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_706,Q213697,Richard Alexander,Richard Burns,unklar,1971-01-17,2005-11-25,nein,Mensch
1931_706,Q462014,Richard Alexander,Richard Alexander Arnold,unklar,-,-,unbekannt,Mensch
1931_706,Q12373881,Richard Alexander,Richard Alexander Georg Wühner,unklar,-,-,unbekannt,Person
1931_706,Q1650800,Richard Alexander,"Richard Alexander Fullerton Penrose, Jr.",unklar,1863-12-17,1931-07-31,plausibel,Mensch
1931_706,Q2148968,Richard Alexander,Richard Alexander (Politiker),unklar,1934-06-29,2008-04-20,nein,Mensch
1931_706,Q2149788,Richard Alexander,Richard Heß (Forstwissenschaftler),unklar,1835-06-23,1916-01-18,nein,Mensch
1931_707,Q2156332,Robert Alexander,Robert Alexander,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_707,Q219721,Robert Alexander,Robert Mundell,unklar,1932-10-24,-,nein,Mensch
1931_707,Q44628,Robert Alexander,Rob Van Dam,unklar,1970-12-18,-,nein,Mensch
1931_707,Q1333105,Robert Alexander,Robert Alexander Nisbet,unklar,1913-09-30,1996-09-09,plausibel,Mensch
1931_707,Q335465,Robert Alexander,Robert Runcie,unklar,1921-10-02,2000-07-11,plausibel,Mensch
1931_707,Q6962992,Robert Alexander,Robert Alexander Little,unklar,1895-07-19,1918-05-27,nein,Mensch
1931_707,Q381352,Robert Alexander,Robert Alexander Rankin,unklar,1915-10-27,2001-01-27,plausibel,Mensch
1931_717,Q2417299,Theodor Alexander,Theodor Alexander von Schoeler,unklar,-,-,unbekannt,Mensch
1931_717,Q15453156,Theodor Alexander,Theodor Alexander Nühsmann,unklar,-,-,unbekannt,Mensch
1931_717,Q2418532,Theodor Alexander,Theodor von Bismarck-Bohlen,unklar,1790-06-11,1873-05-01,nein,Mensch
1931_718,Q937735,Walter Alexander,Walter Alexander Coachbuilders,unklar,-,-,unbekannt,Gesellschaft
1931_718,Q1727298,Walter Alexander,Walter Alexander Bauer,unklar,-,-,unbekannt,Mensch
1931_719,Q937735,Walter Alexander,Walter Alexander Coachbuilders,unklar,-,-,unbekannt,Gesellschaft
1931_719,Q1727298,Walter Alexander,Walter Alexander Bauer,unklar,-,-,unbekannt,Mensch
1931_720,Q1938760,Wilhelm Alexander,Alexander von Oranien-Nassau,unklar,1851-08-25,1884-06-21,nein,Mensch
1931_720,Q1639729,Wilhelm Alexander,Wilhelm Alexander von Dohna-Schlodien,unklar,-,-,unbekannt,Mensch
1931_720,Q2571690,Wilhelm Alexander,Wilhelm Alexander Schwollmann,unklar,-,-,unbekannt,Mensch
1931_720,Q96586,Wilhelm Alexander,Wilhelm Alexander Freund,unklar,1833-08-26,1917-12-24,nein,Mensch
1931_720,Q2571682,Wilhelm Alexander,Wilhelm Alexander Franz von Zastrow,unklar,-,-,unbekannt,Mensch
1931_721,Q1938760,Wilhelm Alexander,Alexander von Oranien-Nassau,unklar,1851-08-25,1884-06-21,nein,Mensch
1931_721,Q1639729,Wilhelm Alexander,Wilhelm Alexander von Dohna-Schlodien,unklar,-,-,unbekannt,Mensch
1931_721,Q2571690,Wilhelm Alexander,Wilhelm Alexander Schwollmann,unklar,-,-,unbekannt,Mensch
1931_721,Q96586,Wilhelm Alexander,Wilhelm Alexander Freund,unklar,1833-08-26,1917-12-24,nein,Mensch
1931_721,Q2571682,Wilhelm Alexander,Wilhelm Alexander Franz von Zastrow,unklar,-,-,unbekannt,Mensch
1931_723,Q57451,Wolfgang Alexander,Wolfgang Graf Berghe von Trips,unklar,1928-05-04,1961-09-10,plausibel,Mensch
1931_723,Q2589084,Wolfgang Alexander,Wolfgang Alexander Thomas-San-Galli,unklar,1874-09-18,1918-06-17,nein,Mensch
1931_746,Q1374992,Georg Alper,Georg Alpers junior,unklar,-,-,unbekannt,Mensch
1931_757,Q103912,Paul Alsberg,Paul Alsberg,identisch,-,-,unbekannt,Mensch
1931_785,Q100734,Hans Alterthum,Hans Alterthum,identisch,1890-09-30,1955-01-01,plausibel,Mensch
1931_786,Q100734,Hans Alterthum,Hans Alterthum,identisch,1890-09-30,1955-01-01,plausibel,Mensch
